season,team_name,role,name
2022,New Orleans Saints,Director of pro scouting,Justin Matthews
2022,New Orleans Saints,Director of pro personnel,Michael Parenton
2022,New Orleans Saints,Head coach,Dennis Allen
2022,New Orleans Saints,Assistant head coach/special teams coordinator,Darren Rizzi
2022,New Orleans Saints,Offensive coordinator,Pete Carmichael
2022,New Orleans Saints,Passing game coordinator/quarterbacks,Ronald Curry
2022,New Orleans Saints,Running backs,Joel Thomas
2022,New Orleans Saints,Wide receivers,Kodi Burns
2022,New Orleans Saints,Run game coordinator/tight ends,Dan Roushar
2022,New Orleans Saints,Offensive line,Doug Marrone
2022,New Orleans Saints,Offensive line assistant,Zach Strief
2022,New Orleans Saints,Offensive assistant,Declan Doyle
2022,New Orleans Saints,Assistant to the head coach/offensive assistant,Kevin Petry
2022,New Orleans Saints,Offensive assistant,D. J. Williams
2022,New Orleans Saints,Senior offensive assistant,Bob Bicknell
2022,New Orleans Saints,Linebackers,Michael Hodges
2022,New Orleans Saints,Assistant secondary,Cory Robinson
2022,New Orleans Saints,Senior defensive assistant,Peter Giunta
2022,New Orleans Saints,Defensive assistant,Jordan Traylor
2022,New Orleans Saints,Defensive assistant,Sterling Moore
2022,New Orleans Saints,Pass rush specialist,Brian Young
2022,New Orleans Saints,Assistant special teams,Phil Galiano
2022,New Orleans Saints,Strength and conditioning coach,Matt Clapp
2022,New Orleans Saints,Director of sports science,Matt Rhea
2022,New Orleans Saints,Assistant strength and conditioning,Charles Byrd
2022,New Orleans Saints,Assistant strength and conditioning,Rob Wenning
2022,New York Giants,President/CEO,John Mara
2022,New York Giants,Chairman/executive vice president,Steve Tisch
2022,New York Giants,Senior vice president & general manager,Joe Schoen
2022,New York Giants,Assistant general manager,Brandon Brown
2022,New York Giants,Senior vice president of football operations & strategy,Kevin Abrams
2022,New York Giants,Senior personnel consultant,Chris Mara
2022,New York Giants,Director of player personnel,Tim McDonnell
2022,New York Giants,Assistant director of player personnel,Dennis Hickey
2022,New York Giants,Director of pro scouting,Chris Rosetti
2022,New York Giants,Director of football operations,Ed Triggs
2022,New York Giants,Director of coaching operations,Laura Young
2022,New York Giants,Head coach,Brian Daboll
2022,New York Giants,Offensive coordinator,Mike Kafka
2022,New York Giants,Quarterbacks,Shea Tierney
2022,New York Giants,Running backs,DeAndre Smith
2022,New York Giants,Wide receivers,Mike Groh
2022,New York Giants,Tight ends,Andy Bischoff
2022,New York Giants,Offensive line,Bobby Johnson
2022,New York Giants,Assistant offensive line,Tony Sparano Jr.
2022,New York Giants,Offensive assistant,Christian Jones
2022,New York Giants,Offensive quality control,Angela Baker
2022,New York Giants,Defensive coordinator,Don Martindale
2022,New York Giants,Defensive line,Andre Patterson
2022,New York Giants,Assistant defensive line,Bryan Cox
2022,New York Giants,Outside linebackers,Drew Wilkins
2022,New York Giants,Inside linebackers,John Egorugwu
2022,New York Giants,Defensive backs,Jerome Henderson
2022,New York Giants,Assistant defensive backs,Michael Treier
2022,New York Giants,Defensive assistant,Kevin Wilkins
2022,New York Giants,Special teams coordinator,Thomas McGaughey
2022,New York Giants,Assistant special teams,Anthony Blevins
2022,New York Giants,Quality control/Special teams,Nick Williams
2022,New York Giants,Director of strength and performance,Craig Fitzgerald
2022,New York Giants,Assistant strength and performance,Drew Wilson
2022,New York Giants,Performance manager/assistant strength and performance,Sam Coad
2022,New York Jets,Owner/chairman/CEO,Woody Johnson
2022,New York Jets,Vice chairman,Christopher Johnson
2022,New York Jets,President,Hymie Elhai
2022,New York Jets,Executive vice president/COO,Brian Friedman
2022,New York Jets,General manager,Joe Douglas
2022,New York Jets,Assistant general manager,Rex Hogan
2022,New York Jets,Senior director of football administration,Dave Socie
2022,New York Jets,Director of player personnel,Chad Alexander
2022,New York Jets,Director of pro personnel,Greg Nejmeh
2022,New York Jets,Assistant director of pro personnel,Kevin Murphy
2022,New York Jets,Director of college scouting,Jon Carr
2022,New York Jets,Senior football advisor,Phil Savage
2022,New York Jets,Head coach,Robert Saleh
2022,New York Jets,Offensive coordinator,Mike LaFleur
2022,New York Jets,Quarterbacks,Rob Calabrese
2022,New York Jets,Running backs,Taylor Embree
2022,New York Jets,Wide receivers,Vacant
2022,New York Jets,Tight ends,Ron Middleton
2022,New York Jets,Offensive line/run game coordinator,John Benton
2022,New York Jets,Assistant offensive line,Ben Wilkerson
2022,New York Jets,Offensive assistant,Mack Brown
2022,New York Jets,Offensive assistant,Billy VandeMerkt
2022,New York Jets,Defensive coordinator,Jeff Ulbrich
2022,New York Jets,Defensive line,Aaron Whitecotton
2022,New York Jets,Assistant defensive line,Greg Scruggs
2022,New York Jets,Linebackers,Mike Rutenberg
2022,New York Jets,Senior defensive assistant/cornerbacks,Tony Oden
2022,New York Jets,Defensive backs/safeties,Marquand Manuel
2022,New York Jets,Defensive assistant,Ricky Manning Jr
2022,New York Jets,Defensive assistant,Nathaniel Willingham
2022,New York Jets,Special teams coordinator,Brant Boyer
2022,New York Jets,Special teams assistant,Michael Ghobrial
2022,New York Jets,Special teams assistant,Leon Washington
2022,New York Jets,Head strength and conditioning,Justus Galac
2022,New York Jets,Assistant strength and conditioning,Joe Giacobbe
2022,New York Jets,Assistant strength and conditioning,Aaron McLaurin
2022,Philadelphia Eagles,Chairman/CEO,Jeffrey Lurie
2022,Philadelphia Eagles,President,Don Smolenski
2022,Philadelphia Eagles,General manager/executive vice president,Howie Roseman
2022,Philadelphia Eagles,Assistant general manager,Alec Halaby
2022,Philadelphia Eagles,Assistant general manager,Jon Ferrari
2022,Philadelphia Eagles,Senior advisor to the general manager/chief security officer,Dom DiSandro
2022,Philadelphia Eagles,Director of football operations,Jeff Scott
2022,Philadelphia Eagles,Vice president of football administration,Jake Rosenberg
2022,Philadelphia Eagles,Senior personnel director/advisor to the general manager,Matt Russell
2022,Philadelphia Eagles,Senior personnel director/advisor to the general manager,Dave Caldwell
2022,Philadelphia Eagles,Director of player development,Connor Barwin
2022,Philadelphia Eagles,Director of scouting,Brandon Hunt
2022,Philadelphia Eagles,Director of player personnel,Charles Walls
2022,Philadelphia Eagles,Director of player personnel,Alan Wolking
2022,Philadelphia Eagles,Director of draft management,Phil Bhaya
2022,Philadelphia Eagles,Director of pro scouting,Max Gruder
2022,Philadelphia Eagles,Assistant director of pro personnel,Jeremy Gray
2022,Philadelphia Eagles,Senior director of college scouting,Anthony Patch
2022,Philadelphia Eagles,Assistant director of college scouting,Ryan Myers
2022,Philadelphia Eagles,Director of football analytics,James Gilman
2022,Philadelphia Eagles,Assistant director of football analytics,Jon Liu
2022,Philadelphia Eagles,Head coach,Nick Sirianni
2022,Philadelphia Eagles,Assistant head coach/running backs,Jemal Singleton
2022,Philadelphia Eagles,Offensive coordinator,Shane Steichen
2022,Philadelphia Eagles,Passing game coordinator,Kevin Patullo
2022,Philadelphia Eagles,Quarterbacks,Brian Johnson
2022,Philadelphia Eagles,Assistant quarterbacks/offensive assistant,Alex Tanney
2022,Philadelphia Eagles,Wide receivers,Aaron Moorehead
2022,Philadelphia Eagles,Tight ends,Jason Michael
2022,Philadelphia Eagles,Run game coordinator/offensive line,Jeff Stoutland
2022,Philadelphia Eagles,Assistant offensive line,Roy Istvan
2022,Philadelphia Eagles,Offensive quality control,T. J. Paganetti
2022,Philadelphia Eagles,Offensive quality control,Eric Dickerson
